subject_id	subject_label	predicate_id	object_id	object_label	object_category	mapping_justification	comment	mapping_group
C2852	ADENOCARCINOMA, MALIGNANT	skos:exactMatch	35917007	Adenocarcinoma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
C2853	ADENOCARCINOMA, PAPILLARY, MALIGNANT	skos:exactMatch	4797003	Papillary adenocarcinoma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
C2855	ADENOMA, BENIGN	skos:exactMatch	32048006	Adenoma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
C2916	CARCINOMA, MALIGNANT	skos:exactMatch	68453008	Carcinoma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
C2917	CARCINOMA, IN SITU, MALIGNANT	skos:exactMatch	68956006	Carcinoma in situ	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
C2922	BASOSQUAMOUS TUMOR, MALIGNANT	skos:exactMatch	254702000	Basosquamous carcinoma of skin	Condition | Clinical Finding	semapv:ManualMappingCuration		1
C2923	CARCINOMA, BRONCHIOLOALVEOLAR, MALIGNANT	skos:exactMatch	112677002	Bronchiolo-alveolar adenocarcinoma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
C2928	FIBROADENOCARCINOMA, MALIGNANT	skos:exactMatch	4584002	Scirrhous adenocarcinoma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
C2929	CARCINOMA, SQUAMOUS CELL, MALIGNANT	skos:exactMatch	400155002	Squamous cell carcinoma - category	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
C2930	CARCINOMA, UROTHELIAL, MALIGNANT	skos:exactMatch	27090000	Transitional cell carcinoma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
C2942	CHOLANGIOMA, BENIGN	skos:exactMatch	39471001	Bile duct adenoma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
C2946	CHONDROSARCOMA, MALIGNANT	skos:exactMatch	14990007	Chondrosarcoma, no ICD-O subtype	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
