subject_id	subject_label	predicate_id	object_id	object_label	object_category	mapping_justification	comment	mapping_group
MC:0000001	morphologic change	skos:exactMatch	118956008	Morphologically altered structure	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000002	neoplasia	skos:exactMatch	55342001	Neoplastic disease	Condition | Clinical Finding	semapv:ManualMappingCuration		1
MC:0000003	malignant tumor	skos:exactMatch	86049000	Neoplasm, malignant (primary)	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000004	carcinoma	skos:exactMatch	68453008	Carcinoma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000005	carcinoma, squamous cell	skos:exactMatch	28899001	Squamous cell carcinoma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000006	inflammatory processes					NotDone	NotDone	
MC:0000007	infiltrate, inflammatory cell	skos:broadMatch	47351003	Infiltration	Observation | Morph Abnormality	semapv:ManualMappingCuration	Mapped uphill to infiltration. Did not map to inflammation as inflammation would include other components such as edema.	1
MC:0000008	infiltration, mixed	skos:broadMatch	47351003	Infiltration	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000010	inflammation	skos:exactMatch	409774005	Inflammatory morphology	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000011	inflammation, lymphocytic	skos:exactMatch	54727009	Chronic lymphocytic inflammation	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000013	inflammation, mixed cell	skos:broadMatch	409774005	Inflammatory morphology	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000015	inflammation, neutrophilic	skos:relatedMatch	4532008	Acute inflammation	Observation | Morph Abnormality	semapv:ManualMappingCuration	In SNOMED Neutrophilic infiltration is listed as a synonym of Acute inflammation	1
MC:0000017	benign tumor					NotDone	NotDone	
MC:0000018	mesenchymal proliferative lesion, benign					NotDone	NotDone	
MC:0000019	chondroma, benign					NotDone	NotDone	
MC:0000020	fibroma	skos:exactMatch	1157050005	Benign fibroma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000021	sarcoma	skos:exactMatch	2424003	Sarcoma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000022	fibrosarcoma	skos:exactMatch	53654007	Fibrosarcoma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000025	inflammation, foreign body	skos:exactMatch	37058002	Foreign body giant cell granuloma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000026	granuloma, giant cell	skos:exactMatch	43917008	Giant cell granuloma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000027	granuloma, parasitic	skos:exactMatch	45647009	Granuloma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000027	granuloma, parasitic	skos:exactMatch	442614005	Parasitic process	Observation | Qualifier Value	semapv:ManualMappingCuration		1
MC:0000028	hemangiosarcoma	skos:exactMatch	39000009	Hemangiosarcoma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000029	myoma	skos:exactMatch	1156875002	Myoma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000030	leiomyoma	skos:exactMatch	44598004	Leiomyoma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000031	leiomyosarcoma	skos:exactMatch	51549004	Leiomyosarcoma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000032	lipoma	skos:exactMatch	134328007	Lipoma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000033	liposarcoma	skos:exactMatch	254828009	Liposarcoma	Condition | Clinical Finding	semapv:ManualMappingCuration		1
MC:0000034	infectious diseases					NotDone	NotDone	
MC:0000035	parasitic disease	skos:relatedMatch	442614005	Parasitic process	Observation | Qualifier Value	semapv:ManualMappingCuration	Deprecated term, is used in eTox	1
MC:0000036	parasite	skos:exactMatch	442614005	Parasitic process	Observation | Qualifier Value	semapv:ManualMappingCuration		1
MC:0000037	presence, endoparasite	skos:broadMatch	442614005	Parasitic process	Observation | Qualifier Value	semapv:ManualMappingCuration	Deprecated term, is used in eTox	1
MC:0000038	hemodynamic disorders					NotDone	NotDone	
MC:0000041	thrombosis, chronic	skos:exactMatch	396339007	Thrombus	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000041	thrombosis, chronic	skos:exactMatch	90734009	Chronic	Observation | Qualifier Value	semapv:ManualMappingCuration		1
MC:0000042	thrombosis, acute	skos:exactMatch	424124008	Sudden onset AND/OR short duration	Observation | Qualifier Value	semapv:ManualMappingCuration		1
MC:0000042	thrombosis, acute	skos:exactMatch	396339007	Thrombus	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000043	fibrosarcoma, pleomorphic	skos:broadMatch	53654007	Fibrosarcoma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000044	structural alteration	skos:exactMatch	49755003	Morphologically abnormal structure	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000045	developmental errors	skos:exactMatch	308490002	Pathological developmental process	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000046	malformation	skos:exactMatch	49755003	Morphologically abnormal structure	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000047	mesothelioma, malignant	skos:exactMatch	62064005	Mesothelioma, malignant	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000049	schwannoma, benign	skos:exactMatch	985004	Schwannoma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000050	healing and repair					NotDone	NotDone	
MC:0000053	fibrosis	skos:exactMatch	112674009	Fibrosis	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000054	cell adaptation/injury/death					NotDone	NotDone	
MC:0000055	metabolic derangement					NotDone	NotDone	
MC:0000057	cellular contents, increased	skos:broadMatch	125394000	Cell content alteration	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000058	lipid content, increased					NotDone	NotDone	
MC:0000059	cell injury/death					NotDone	NotDone	
MC:0000060	necrosis	skos:exactMatch	6574001	Necrosis	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000061	fat necrosis	skos:exactMatch	79682009	Fat necrosis	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000062	carcinoma, cortical					NotDone	NotDone	
MC:0000063	adenoma	skos:exactMatch	32048006	Adenoma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000064	adenoma, cortical	skos:exactMatch	302826002	Adrenal cortical adenoma	Condition | Clinical Finding	semapv:ManualMappingCuration		1
MC:0000067	angiectasis	skos:exactMatch	174637007	Angiectasia	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000068	adenoma, subcapsular cell	skos:broadMatch	32048006	Adenoma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000069	ectopic tissue	skos:exactMatch	719446000	Ectopic tissue	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000070	accessory, adrenal cortical tissue	skos:exactMatch	7322007	Accessory adrenal cortex	Condition | Clinical Finding	semapv:ManualMappingCuration		1
MC:0000071	proliferative lesion not otherwise specified (nos)					NotDone	NotDone	
MC:0000073	dilation, sinusoidal	skos:broadMatch	25322007	Dilatation	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000075	myelolipoma	skos:exactMatch	20810002	Myelolipoma	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000076	cellular adaptation of growth					NotDone	NotDone	
MC:0000077	atrophy	skos:exactMatch	13331008	Atrophy	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000078	atrophy, endocrine cell	skos:exactMatch	68233007	Endocrine cell	Spec Anatomic Site | Body Structure	semapv:ManualMappingCuration		1
MC:0000078	atrophy, endocrine cell	skos:exactMatch	13331008	Atrophy	Observation | Morph Abnormality	semapv:ManualMappingCuration		1
MC:0000079	atrophy, cortical					NotDone	NotDone	
MC:0000080	increased blood cell formation					NotDone	NotDone	
